6.0,17536
7.0,17537
8.0,17538
9.0,17539
22.0,17540
26.0,17541
31.0,17542
38.0,17543
39.0,17544
40.0,17545
68.0,17546
80.0,17547
105.0,17548
128.0,17549
129.0,17550
130.0,17551
135.0,17552
140.0,17553
141.0,17554
144.0,17555
145.0,17556
152.0,17557
161.0,17558
164.0,17559
166.0,17560
167.0,17561
168.0,17562
225.0,17563
226.0,17564
242.0,17565
255.0,17566
256.0,17567
258.0,17568
280.0,17569
301.0,17570
307.0,17571
319.0,17572
320.0,17573
322.0,17574
323.0,17575
324.0,17576
328.0,17577
342.0,17578
352.0,17579
385.0,17580
401.0,17581
406.0,17582
420.0,17583
421.0,17584
425.0,17585
426.0,17586
427.0,17587
446.0,17588
456.0,17589
465.0,17590
474.0,17591
485.0,17592
487.0,17593
513.0,17594
535.0,17595
537.0,17596
542.0,17597
543.0,17598
629.0,17599
630.0,17600
632.0,17601
636.0,17602
643.0,17603
647.0,17604
653.0,17605
657.0,17606
662.0,17607
663.0,17608
676.0,17609
680.0,17610
684.0,17611
703.0,17612
712.0,17613
716.0,17614
721.0,17615
722.0,17616
725.0,17617
728.0,17618
744.0,17619
756.0,17620
769.0,17621
773.0,17622
774.0,17623
777.0,17624
778.0,17625
781.0,17626
784.0,17627
785.0,17628
787.0,17629
789.0,17630
790.0,17631
791.0,17632
792.0,17633
793.0,17634
794.0,17635
796.0,17636
797.0,17637
799.0,17638
805.0,17639
806.0,17640
807.0,17641
824.0,17642
826.0,17643
851.0,17644
853.0,17645
854.0,17646
879.0,17647
902.0,17648
903.0,17649
904.0,17650
908.0,17651
931.0,17652
936.0,17653
950.0,17654
961.0,17655
976.0,17656
978.0,17657
985.0,17658
998.0,17659
1012.0,17660
1027.0,17661
1029.0,17662
1042.0,17663
1053.0,17664
1062.0,17665
1063.0,17666
1091.0,17667
1094.0,17668
1098.0,17669
1123.0,17670
1126.0,17671
1141.0,17672
1147.0,17673
1158.0,17674
1160.0,17675
1167.0,17676
1168.0,17677
1173.0,17678
1174.0,17679
1187.0,17680
1188.0,17681
1209.0,17682
1213.0,17683
1214.0,17684
1222.0,17685
1231.0,17686
1234.0,17687
1246.0,17688
1261.0,17689
1299.0,17690
1315.0,17691
1349.0,17692
1363.0,17693
